MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_LA_15,P_LA_15-19,SOL_15,SOL_15-19
"70351","707635",БОГДАНОВАЦ,BOGDANOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,19.62
"71161","742589",ЦРНОВЦЕ,CRNOVCE,ТРГОВИШТЕ,TRGOVIŠTE,4.03,0.00,0.77,17.37
"70432","711276",БУШТРАЊЕ,BUŠTRANJE,ВРАЊЕ,VRANJE,40.86,7.33,18.63,40.82
"70351","708046",НЕСАЛЦЕ,NESALCE,БУЈАНОВАЦ,BUJANOVAC,22.68,12.76,18.66,52.25
"70335","706809",ЗЛИ ДОЛ,ZLI DOL,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,17.65
"70351","707643",БОЖИЊЕВАЦ,BOŽINJEVAC,БУЈАНОВАЦ,BUJANOVAC,81.84,52.43,23.13,36.61
"70351","707953",ЛЕВОСОЈЕ,LEVOSOJE,БУЈАНОВАЦ,BUJANOVAC,93.43,81.38,60.17,73.93
"70432","711462",ДОЊЕ ПУНУШЕВЦЕ,DONJE PUNUŠEVCE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,5.23
"70432","711624",КОПАЊАНЕ,KOPANJANE,ВРАЊЕ,VRANJE,4.44,0.00,0.24,8.35
"71161","742376",ДОЊИ СТАЈЕВАЦ,DONJI STAJEVAC,ТРГОВИШТЕ,TRGOVIŠTE,13.11,2.94,8.91,47.17
"70432","711268",БУЉЕСОВЦЕ,BULJESOVCE,ВРАЊЕ,VRANJE,1.26,0.00,0.00,6.22
"71161","742333",ГОРЊИ СТАЈЕВАЦ,GORNJI STAJEVAC,ТРГОВИШТЕ,TRGOVIŠTE,2.78,0.00,0.90,25.43
"70432","711764",МАРГАНЦЕ,MARGANCE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,3.93
"70335","706876",НАЗАРИЦА,NAZARICA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,16.53
"70351","707899",КЛИНОВАЦ,KLINOVAC,БУЈАНОВАЦ,BUJANOVAC,26.33,5.61,10.41,32.96
"70432","711730",ЛЕПЧИНЦЕ,LEPČINCE,ВРАЊЕ,VRANJE,25.30,3.98,6.87,17.99
"71161","742295",ГОЛОЧЕВАЦ,GOLOČEVAC,ТРГОВИШТЕ,TRGOVIŠTE,4.20,0.00,0.48,12.12
"70335","706612",БРАНКОВЦИ,BRANKOVCI,БОСИЛЕГРАД,BOSILEGRAD,11.86,0.00,2.90,18.93
"70432","712264",ЋУРКОВИЦА,ĆURKOVICA,ВРАЊЕ,VRANJE,0.06,0.00,0.00,7.89
"70351","707821",ЖУЖЕЉИЦА,ŽUŽELJICA,БУЈАНОВАЦ,BUJANOVAC,96.16,63.80,20.00,33.54
"70351","707937",КРШЕВИЦА,KRŠEVICA,БУЈАНОВАЦ,BUJANOVAC,70.45,30.55,35.04,43.42
"70432","712191",СУРДУЛ,SURDUL,ВРАЊЕ,VRANJE,0.00,0.00,0.00,17.59
"71161","742554",ЦРВЕНИ ГРАД,CRVENI GRAD,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,22.82
"70351","708054",ОСЛАРЕ,OSLARE,БУЈАНОВАЦ,BUJANOVAC,17.03,24.62,8.43,57.25
"70335","706949",РИБАРЦИ,RIBARCI,БОСИЛЕГРАД,BOSILEGRAD,22.31,1.95,3.55,10.59
"70351","707694",БУЈАНОВАЦ,BUJANOVAC,БУЈАНОВАЦ,BUJANOVAC,79.84,71.66,440.11,459.81
"71161","742511",РАДОВНИЦА,RADOVNICA,ТРГОВИШТЕ,TRGOVIŠTE,16.66,6.06,32.92,79.83
"70351","707775",ДОБРОСИН,DOBROSIN,БУЈАНОВАЦ,BUJANOVAC,35.03,7.40,10.83,26.84
"70432","711667",КОЋУРА,KOĆURA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,26.37
"70351","707996",ЛУЧАНЕ,LUČANE,БУЈАНОВАЦ,BUJANOVAC,31.75,23.82,18.13,40.36
"70351","708003",ЉИЉАНЦЕ,LJILJANCE,БУЈАНОВАЦ,BUJANOVAC,40.51,24.98,24.56,53.18
"70432","711373",ГОРЊЕ ПУНУШЕВЦЕ,GORNJE PUNUŠEVCE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,8.43
"70432","711829",МИЛАНОВО,MILANOVO,ВРАЊЕ,VRANJE,7.42,0.07,1.55,19.11
"70432","711365",ГОРЊЕ ЖАПСКО,GORNJE ŽAPSKO,ВРАЊЕ,VRANJE,60.30,0.53,6.26,10.17
"70432","711357",ГОРЊА ОТУЉА,GORNJA OTULJA,ВРАЊЕ,VRANJE,11.39,0.06,1.35,10.67
"71161","742473",НОВИ ГЛОГ,NOVI GLOG,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,10.13
"70335","706639",БРЕСНИЦА,BRESNICA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,20.88
"70335","706965",ЦРНОШТИЦА,CRNOŠTICA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,32.47
"70351","707813",ЖБЕВАЦ,ŽBEVAC,БУЈАНОВАЦ,BUJANOVAC,64.94,47.28,54.80,84.53
"70432","711454",ДОЊЕ ЖАПСКО,DONJE ŽAPSKO,ВРАЊЕ,VRANJE,83.78,37.68,27.05,31.89
"70351","708224",ТУРИЈА,TURIJA,БУЈАНОВАЦ,BUJANOVAC,64.49,38.92,10.89,19.16
"70432","711381",ГОРЊЕ ТРЕБЕШИЊЕ,GORNJE TREBEŠINJE,ВРАЊЕ,VRANJE,65.39,35.08,12.96,25.83
"70351","708127",РАКОВАЦ,RAKOVAC,БУЈАНОВАЦ,BUJANOVAC,70.68,56.28,175.28,166.99
"70432","711420",ДАВИДОВАЦ,DAVIDOVAC,ВРАЊЕ,VRANJE,79.63,63.28,26.37,34.98
"71358","712124",СТАРИ ГЛОГ,STARI GLOG,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,15.98
"70432","711209",БАРБАРУШИНЦЕ,BARBARUŠINCE,ВРАЊЕ,VRANJE,4.80,0.00,0.56,18.30
"70432","711985",РАТАЈЕ,RATAJE,ВРАЊЕ,VRANJE,60.94,42.49,51.24,66.55
"71358","711659",КОРБУЛ,KORBUL,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,8.58
"70351","707902",КОНЧУЉ,KONČULJ,БУЈАНОВАЦ,BUJANOVAC,40.58,10.33,21.43,48.03
"70335","706914",РАЈЧИЛОВЦИ,RAJČILOVCI,БОСИЛЕГРАД,BOSILEGRAD,49.75,31.04,21.86,38.07
"70432","712116",СТАРА БРЕЗОВИЦА,STARA BREZOVICA,ВРАЊЕ,VRANJE,1.47,0.18,0.00,24.01
"70432","712329",ЦРНИ ЛУГ,CRNI LUG,ВРАЊЕ,VRANJE,51.35,43.65,8.67,16.64
"70432","712019",РИСТОВАЦ,RISTOVAC,ВРАЊЕ,VRANJE,56.37,68.97,18.89,32.39
"70335","706850",МЛЕКОМИНЦИ,MLEKOMINCI,БОСИЛЕГРАД,BOSILEGRAD,7.75,0.00,1.17,13.53
"70335","706647",БУЦЕЉЕВО,BUCELJEVO,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,9.74
"70335","706787",ДУКАТ,DUKAT,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,37.65
"70351","708186",СРПСКА КУЋА,SRPSKA KUĆA,БУЈАНОВАЦ,BUJANOVAC,99.90,97.58,21.80,44.57
"70432","711217",БАРЕЛИЋ,BARELIĆ,ВРАЊЕ,VRANJE,16.60,0.00,1.57,10.14
"70432","711870",НОВА БРЕЗОВИЦА,NOVA BREZOVICA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,12.10
"70432","711853",НАСТАВЦЕ,NASTAVCE,ВРАЊЕ,VRANJE,20.55,0.00,1.80,9.37
"70432","711969",ПРЕОБРАЖЕЊЕ,PREOBRAŽENJE,ВРАЊЕ,VRANJE,50.67,7.48,11.38,23.44
"70335","706906",РАДИЧЕВЦИ,RADIČEVCI,БОСИЛЕГРАД,BOSILEGRAD,29.26,0.00,1.78,8.64
"70432","711284",ВИШЕВЦЕ,VIŠEVCE,ВРАЊЕ,VRANJE,12.97,0.00,2.52,14.69
"71161","742252",БАБИНА ПОЉАНА,BABINA POLJANA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,14.24
"70432","711446",ДОЊА ОТУЉА,DONJA OTULJA,ВРАЊЕ,VRANJE,91.52,28.91,11.07,14.39
"70432","711187",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ВРАЊЕ,VRANJE,86.97,69.65,38.83,46.56
"70351","707864",КАРАДНИК,KARADNIK,БУЈАНОВАЦ,BUJANOVAC,84.49,78.55,31.29,59.45
"70432","711756",ЛУКОВО,LUKOVO,ВРАЊЕ,VRANJE,5.71,0.00,2.59,37.34
"70432","711390",ГОРЊИ НЕРАДОВАЦ,GORNJI NERADOVAC,ВРАЊЕ,VRANJE,74.58,69.03,21.11,35.33
"70335","706604",БОСИЛЕГРАД,BOSILEGRAD,БОСИЛЕГРАД,BOSILEGRAD,42.94,18.78,62.73,101.80
"71358","711543",ДУГА ЛУКА,DUGA LUKA,ВРАЊСКА БАЊА,VRANJSKA BANJA,1.03,0.10,0.00,16.11
"71358","711934",ПРВОНЕК,PRVONEK,ВРАЊСКА БАЊА,VRANJSKA BANJA,17.30,13.06,69.15,101.59
"70335","706655",ГЛОЖЈЕ,GLOŽJE,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,26.16
"71137","741434",ТОПЛИ ДОЛ,TOPLI DOL,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,32.92
"70351","707830",ЗАРБИНЦЕ,ZARBINCE,БУЈАНОВАЦ,BUJANOVAC,3.46,0.00,1.42,32.48
"70432","711527",ДРЕНОВАЦ,DRENOVAC,ВРАЊЕ,VRANJE,2.27,0.00,1.48,43.80
"70335","706884",ПАРАЛОВО,PARALOVO,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,16.08
"70432","711705",КУПИНИНЦЕ,KUPININCE,ВРАЊЕ,VRANJE,90.22,99.03,23.92,31.31
"70432","711900",ПАВЛОВАЦ,PAVLOVAC,ВРАЊЕ,VRANJE,51.46,40.44,18.72,39.92
"70335","706574",БЕЛУТ,BELUT,БОСИЛЕГРАД,BOSILEGRAD,7.28,0.00,0.95,11.20
"70335","706817",ИЗВОР,IZVOR,БОСИЛЕГРАД,BOSILEGRAD,0.22,0.00,0.00,20.02
"70432","712159",СТРОПСКО,STROPSKO,ВРАЊЕ,VRANJE,93.37,80.03,16.36,25.25
"70432","712256",ЋУКОВАЦ,ĆUKOVAC,ВРАЊЕ,VRANJE,93.22,97.36,101.91,148.96
"70335","706922",РЕСЕН,RESEN,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,17.93
"70351","708011",МАЛИ ТРНОВАЦ,MALI TRNOVAC,БУЈАНОВАЦ,BUJANOVAC,30.27,0.00,6.11,20.10
"70432","711489",ДОЊЕ ТРЕБЕШИЊЕ,DONJE TREBEŠINJE,ВРАЊЕ,VRANJE,64.12,99.29,80.28,121.46
"71358","711195",БАБИНА ПОЉАНА,BABINA POLJANA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,35.24
"70432","712094",СРЕДЊИ ДЕЛ,SREDNJI DEL,ВРАЊЕ,VRANJE,2.59,1.13,0.78,18.66
"70432","711497",ДОЊИ НЕРАДОВАЦ,DONJI NERADOVAC,ВРАЊЕ,VRANJE,89.97,74.72,45.68,63.48
"70351","707716",ВЕЛИКИ ТРНОВАЦ,VELIKI TRNOVAC,БУЈАНОВАЦ,BUJANOVAC,54.21,39.08,288.19,306.34
"70432","711578",ЗЛАТОКОП,ZLATOKOP,ВРАЊЕ,VRANJE,87.07,100.00,46.35,68.69
"70432","712213",ТИБУЖДЕ,TIBUŽDE,ВРАЊЕ,VRANJE,69.97,49.88,79.31,124.42
"70432","711993",РИБИНЦЕ,RIBINCE,ВРАЊЕ,VRANJE,99.40,100.00,41.50,50.96
"70335","706680",ГОРЊА ЉУБАТА,GORNJA LJUBATA,БОСИЛЕГРАД,BOSILEGRAD,6.37,0.40,5.07,58.99
"70351","707970",ЛОПАРДИНЦЕ,LOPARDINCE,БУЈАНОВАЦ,BUJANOVAC,35.15,7.35,23.83,50.09
"70432","711225",БЕЛИ БРЕГ,BELI BREG,ВРАЊЕ,VRANJE,11.86,11.23,0.56,5.95
"70432","711551",ДУЛАН,DULAN,ВРАЊЕ,VRANJE,42.94,50.44,4.36,14.03
"71358","711721",ЛЕВА РЕКА,LEVA REKA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.39,0.00,0.00,23.60
"71358","711748",ЛИПОВАЦ,LIPOVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,10.26
"70335","706710",ГРУЈИНЦИ,GRUJINCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,12.26
"70432","711535",ДУБНИЦА,DUBNICA,ВРАЊЕ,VRANJE,26.89,22.01,42.02,98.16
"70335","706892",ПЛОЧА,PLOČA,БОСИЛЕГРАД,BOSILEGRAD,7.36,0.00,1.44,13.65
"70432","711977",РАНУТОВАЦ,RANUTOVAC,ВРАЊЕ,VRANJE,100.00,89.50,35.47,43.54
"70351","707805",ЂОРЂЕВАЦ,ĐORĐEVAC,БУЈАНОВАЦ,BUJANOVAC,16.83,0.00,0.91,6.80
"71358","711314",ВРАЊСКА БАЊА,VRANJSKA BANJA,ВРАЊСКА БАЊА,VRANJSKA BANJA,99.93,96.26,323.74,365.76
"70432","711241",БРЕСНИЦА,BRESNICA,ВРАЊЕ,VRANJE,92.74,68.19,43.57,40.90
"70335","706841",МИЛЕВЦИ,MILEVCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,19.19
"71358","711250",БУЈКОВАЦ,BUJKOVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,42.00,32.17,36.17,78.06
"70432","711772",МЕЧКОВАЦ,MEČKOVAC,ВРАЊЕ,VRANJE,70.61,40.00,11.98,20.83
"70432","712337",ЧЕСТЕЛИН,ČESTELIN,ВРАЊЕ,VRANJE,4.89,2.10,0.75,23.98
"71358","712302",ЦРНИ ВРХ,CRNI VRH,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,30.51
"70432","711594",КАТУН,KATUN,ВРАЊЕ,VRANJE,40.45,30.74,18.36,43.90
"70335","706868",МУСУЉ,MUSULJ,БОСИЛЕГРАД,BOSILEGRAD,4.97,0.00,2.85,33.78
"70335","706744",ДОЊА ЉУБАТА,DONJA LJUBATA,БОСИЛЕГРАД,BOSILEGRAD,7.91,0.00,5.68,56.97
"71358","711586",ИЗУМНО,IZUMNO,ВРАЊСКА БАЊА,VRANJSKA BANJA,46.15,21.56,28.16,54.78
"71358","712221",ТОПЛАЦ,TOPLAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,70.96,71.59,52.30,91.08
"70432","711837",МИЛИВОЈЦЕ,MILIVOJCE,ВРАЊЕ,VRANJE,43.96,22.21,5.10,12.77
"70351","707678",БРЕЗНИЦА,BREZNICA,БУЈАНОВАЦ,BUJANOVAC,32.55,8.87,30.29,69.30
"70432","711322",ВРТОГОШ,VRTOGOŠ,ВРАЊЕ,VRANJE,39.16,21.38,63.72,127.48
"70335","706566",БАРЈЕ,BARJE,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,8.79
"71358","711691",КУМАРЕВО,KUMAREVO,ВРАЊСКА БАЊА,VRANJSKA BANJA,100.00,100.00,64.71,76.82
"70432","712086",СОДЕРЦЕ,SODERCE,ВРАЊЕ,VRANJE,75.66,61.64,42.95,64.71
"71358","712060",СЛИВНИЦА,SLIVNICA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,32.18
"70432","712183",СУВИ ДОЛ,SUVI DOL,ВРАЊЕ,VRANJE,100.00,100.00,60.29,89.83
"70335","706736",ДОЊА ЛИСИНА,DONJA LISINA,БОСИЛЕГРАД,BOSILEGRAD,2.73,0.00,1.00,21.46
"71358","711632",КОРБЕВАЦ,KORBEVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,60.21,50.33,51.06,84.61
"70432","711608",КЛАШНИЦЕ,KLAŠNICE,ВРАЊЕ,VRANJE,0.05,0.00,0.00,14.94
"70416","710512",ПРИБОЈ,PRIBOJ,ВЛАДИЧИН ХАН,VLADIČIN HAN,51.71,33.86,18.27,40.06
"71358","711861",НЕСВРТА,NESVRTA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,32.39
"71358","711616",КЛИСУРИЦА,KLISURICA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,17.92
"71358","711675",КРИВА ФЕЈА,KRIVA FEJA,ВРАЊСКА БАЊА,VRANJSKA BANJA,17.38,7.97,81.78,120.04
"70335","706671",ГОРЊА ЛИСИНА,GORNJA LISINA,БОСИЛЕГРАД,BOSILEGRAD,14.46,2.60,16.95,69.30
"70432","711306",ВРАЊЕ,VRANJE,ВРАЊЕ,VRANJE,87.63,83.92,2856.58,2763.84
"70432","712051",СИКИРЈЕ,SIKIRJE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,11.77
"70351","708208",СУХАРНО,SUHARNO,БУЈАНОВАЦ,BUJANOVAC,2.36,0.10,0.31,10.89
"70335","706752",ДОЊА РЖАНА,DONJA RŽANA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,15.80
"70351","708020",МУХОВАЦ,MUHOVAC,БУЈАНОВАЦ,BUJANOVAC,50.58,20.65,16.59,28.65
"70432","711845",МОШТАНИЦА,MOŠTANICA,ВРАЊЕ,VRANJE,66.53,42.53,36.66,60.64
"70432","711926",ПЉАЧКОВИЦА,PLJAČKOVICA,ВРАЊЕ,VRANJE,29.60,20.43,30.25,74.66
"70351","708119",РАВНО БУЧЈЕ,RAVNO BUČJE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,18.48
"70416","710431",МАЗАРАЋ,MAZARAĆ,ВЛАДИЧИН ХАН,VLADIČIN HAN,64.91,27.71,8.30,17.91
"70351","707759",НОВО СЕЛО,NOVO SELO,БУЈАНОВАЦ,BUJANOVAC,5.95,1.38,0.69,18.14
"70432","712167",СТРУГАНИЦА,STRUGANICA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,4.96
"71358","712043",СЕБЕВРАЊЕ,SEBEVRANJE,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.15,0.23,0.00,19.88
"70432","711233",БОЈИН ДЕЛ,BOJIN DEL,ВРАЊЕ,VRANJE,0.00,0.00,0.00,11.88
"70335","706698",ГОРЊА РЖАНА,GORNJA RŽANA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,18.58
"70351","708259",ЧАР,ČAR,БУЈАНОВАЦ,BUJANOVAC,27.42,0.00,2.38,8.71
"70432","711438",ДОБРЕЈАНЦЕ,DOBREJANCE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,10.06
"70416","710105",БАЧВИШТЕ,BAČVIŠTE,ВЛАДИЧИН ХАН,VLADIČIN HAN,14.94,1.46,1.11,9.36
"71137","741060",БИНОВЦЕ,BINOVCE,СУРДУЛИЦА,SURDULICA,63.15,50.10,22.28,44.51
"71137","746665",БЕЛО ПОЉЕ,BELO POLJE,СУРДУЛИЦА,SURDULICA,100.00,100.00,58.24,60.88
"71137","741272",КОЛУНИЦА,KOLUNICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,16.53
"71137","741396",СУВОЈНИЦА,SUVOJNICA,СУРДУЛИЦА,SURDULICA,39.26,24.51,27.21,69.65
"70416","710130",БОГОШЕВО,BOGOŠEVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,26.11,1.78,6.68,25.06
"70432","712205",ТЕСОВИШТЕ,TESOVIŠTE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,7.21
"70432","711411",ГУМЕРИШТЕ,GUMERIŠTE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,12.50
"71137","741361",РЂАВИЦА,RĐAVICA,СУРДУЛИЦА,SURDULICA,0.22,0.00,0.00,9.46
"70416","710474",ОСТРОВИЦА,OSTROVICA,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,9.50
"70351","708097",ПРИБОВЦЕ,PRIBOVCE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.02,0.00,16.36
"70432","711888",ОБЛИЧКА СЕНА,OBLIČKA SENA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,8.74
"71137","741370",СТАЈКОВЦЕ,STAJKOVCE,СУРДУЛИЦА,SURDULICA,3.01,0.00,0.81,20.27
"70416","710601",СТУБАЛ,STUBAL,ВЛАДИЧИН ХАН,VLADIČIN HAN,60.64,31.28,30.97,59.32
"70416","710113",БЕЛАНОВЦЕ,BELANOVCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,13.77
"71137","741230",ЈЕЛАШНИЦА,JELAŠNICA,СУРДУЛИЦА,SURDULICA,49.08,28.81,46.81,85.53
"71137","741345",НОВО СЕЛО,NOVO SELO,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,105.25
"70416","710202",ГРАМАЂЕ,GRAMAĐE,ВЛАДИЧИН ХАН,VLADIČIN HAN,31.05,37.75,3.70,19.09
"71137","741426",ТОПЛИ ДО,TOPLI DO,СУРДУЛИЦА,SURDULICA,11.87,1.58,7.48,37.33
"70416","710296",ЈОВАЦ,JOVAC,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,19.44
"71137","741213",ДУГОЈНИЦА,DUGOJNICA,СУРДУЛИЦА,SURDULICA,48.12,33.60,9.59,26.73
"71137","741086",БОЖИЦА,BOŽICA,СУРДУЛИЦА,SURDULICA,3.85,1.22,11.18,116.50
"71137","741124",ВУЧАДЕЛЦЕ,VUČADELCE,СУРДУЛИЦА,SURDULICA,17.93,12.52,17.55,50.80
"70432","711519",ДРАГОБУЖДЕ,DRAGOBUŽDE,ВРАЊЕ,VRANJE,8.27,0.00,0.52,7.15
"70416","710610",СУВА МОРАВА,SUVA MORAVA,ВЛАДИЧИН ХАН,VLADIČIN HAN,62.05,51.38,44.99,85.89
"70432","712230",ТРСТЕНА,TRSTENA,ВРАЊЕ,VRANJE,2.07,0.00,0.56,23.73
"70416","710482",ПОЛОМ,POLOM,ВЛАДИЧИН ХАН,VLADIČIN HAN,83.33,73.20,54.00,84.34
"70416","710539",РАВНА РЕКА,RAVNA REKA,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,21.44
"71137","741043",АЛАКИНЦЕ,ALAKINCE,СУРДУЛИЦА,SURDULICA,98.02,85.92,43.12,63.01
"71137","746673",ГОРЊА КОЗНИЦА,GORNJA KOZNICA,СУРДУЛИЦА,SURDULICA,60.58,13.30,5.05,9.18
"70815","727377",ГРБАВЦЕ,GRBAVCE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,17.81
"71137","741256",КИЈЕВАЦ,KIJEVAC,СУРДУЛИЦА,SURDULICA,14.70,5.94,10.01,53.15
"71226","746681",ЈОВАНОВЦЕ,JOVANOVCE,ЦРНА ТРАВА,CRNA TRAVA,6.65,0.03,1.65,22.38
"71137","741469",ЋУРКОВИЦА,ĆURKOVICA,СУРДУЛИЦА,SURDULICA,33.30,21.63,8.41,28.26
"70416","710318",КАЦАПУН,KACAPUN,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.05,0.00,0.00,14.86
"71137","741094",ВЛАСИНА ОКРУГЛИЦА,VLASINA OKRUGLICA,СУРДУЛИЦА,SURDULICA,26.35,6.01,24.77,69.28
"71137","741248",КАЛАБОВЦЕ,KALABOVCE,СУРДУЛИЦА,SURDULICA,100.00,99.82,8.13,12.00
"70416","710121",БЕЛИШЕВО,BELIŠEVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,15.97
"70416","710229",ДЕКУТИНЦЕ,DEKUTINCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,59.35,49.73,24.00,44.45
"70432","712078",СМИЉЕВИЋ,SMILJEVIĆ,ВРАЊЕ,VRANJE,0.00,0.00,0.00,6.02
"70432","712027",РОЖДАЦЕ,ROŽDACE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,15.48
"71137","741183",ДОЊЕ РОМАНОВЦЕ,DONJE ROMANOVCE,СУРДУЛИЦА,SURDULICA,57.84,46.42,21.85,39.26
"71137","741132",ГОРЊЕ РОМАНОВЦЕ,GORNJE ROMANOVCE,СУРДУЛИЦА,SURDULICA,2.02,0.28,0.45,25.24
"71161","742422",ЛЕСНИЦА,LESNICA,ТРГОВИШТЕ,TRGOVIŠTE,1.44,0.12,0.42,20.80
"71161","742325",ГОРЊИ КОЗЈИ ДОЛ,GORNJI KOZJI DOL,ТРГОВИШТЕ,TRGOVIŠTE,20.61,5.99,6.52,19.08
"71153","742082",ЈУНКОВАЦ,JUNKOVAC,ТОПОЛА,TOPOLA,15.58,14.65,16.75,87.30
"70700","722987",ВРАЧЕВИЋ,VRAČEVIĆ,ЛАЈКОВАЦ,LAJKOVAC,78.45,69.73,100.67,141.60
"71099","740489",САРАОРЦИ,SARAORCI,СМЕДЕРЕВО,SMEDEREVO,40.77,29.73,123.10,163.53
"70637","718530",МАЛИ БОШЊАК,MALI BOŠNJAK,КОЦЕЉЕВА,KOCELJEVA,16.92,1.60,3.83,19.83
"70734","725773",ШУРИЦЕ,ŠURICE,ЛОЗНИЦА,LOZNICA,94.38,73.38,20.71,26.06
"70092","703583",МАНИЋ,MANIĆ,БАРАЈЕВО,BARAJEVO,78.44,80.74,67.25,107.43
"70734","725684",СТУПНИЦА,STUPNICA,ЛОЗНИЦА,LOZNICA,60.90,42.10,43.26,73.98
"70840","728578",ЈАСЕНИЦА,JASENICA,НЕГОТИН,NEGOTIN,17.96,11.79,26.38,110.69
"70785","726842",ЛЕСКОВО,LESKOVO,МАЈДАНПЕК,MAJDANPEK,9.95,2.22,7.21,51.87
"70661","720577",ШЉИВОВА,ŠLJIVOVA,КРУПАЊ,KRUPANJ,10.59,0.00,6.96,53.46
"70530","715034",ЈОШАНИЦА,JOŠANICA,ЖАГУБИЦА,ŽAGUBICA,3.84,0.00,2.69,57.94
"70173","704393",ЈАГЊИЛО,JAGNJILO,МЛАДЕНОВАЦ,MLADENOVAC,58.57,48.32,157.88,261.93
"70696","722707",БУКОВСКА,BUKOVSKA,КУЧЕВО,KUČEVO,0.00,0.00,0.00,74.94
"70912","732036",ЋОВДИН,ĆOVDIN,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,21.48,10.18,44.49,115.23
"70700","723096",БОГОВАЂА,BOGOVAĐA,ЛАЈКОВАЦ,LAJKOVAC,90.60,77.44,82.97,117.70
"70165","703931",БАРЗИЛОВИЦА,BARZILOVICA,ЛАЗАРЕВАЦ,LAZAREVAC,75.73,79.61,210.75,264.71
"70912","731684",БИСТРИЦА,BISTRICA,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,23.09,11.89,33.24,75.07
"70360","708445",ВРАГОЧАНИЦА,VRAGOČANICA,ВАЉЕВО,VALJEVO,2.96,0.00,0.92,30.97
"70769","726311",КАЛАЊЕВЦИ,KALANJEVCI,ЉИГ,LJIG,24.63,15.80,33.14,104.93
